LABEL,"SVC(C=0.1, gamma=1)",GaussianNB(),"LogisticRegression(C=10, solver='liblinear')",DecisionTreeClassifier(criterion='entropy'),RandomForestClassifier()
2654,True,False,,True,True,True
2655,True,False,,True,True,True
2656,True,False,,True,True,True
2657,False,False,,False,False,False
2658,True,False,,True,True,False
2659,True,False,,True,True,True
2660,True,False,,True,True,True
2661,False,False,,False,False,False
2662,True,False,,True,True,True
2663,True,False,,True,True,True
2664,True,False,,True,True,True
2665,False,False,,False,False,False
2666,True,False,,True,True,True
2667,True,False,,True,True,True
2669,True,False,,True,True,True
2670,True,False,,True,True,True
2671,True,False,,True,True,True
2672,False,False,,False,False,False
2673,True,False,,True,True,True
2674,True,False,,True,True,False
2675,True,False,,True,True,True
2677,True,False,,True,True,True
2678,False,False,,False,False,False
2679,True,False,,False,True,True
2680,True,False,,True,True,True
2681,True,False,,True,True,True
2682,False,False,,False,False,False
2683,True,False,,True,True,True
2684,True,False,,True,True,True
2685,False,False,,False,False,False
2686,True,False,,True,True,True
2687,True,False,,True,True,True
2689,True,False,,True,True,True
2690,True,False,,True,True,True
2692,True,False,,True,True,True
2693,True,False,,True,True,True
2694,True,False,,True,True,True
2695,True,False,,True,True,True
2696,False,False,,False,False,False
2697,True,False,,True,True,True
2698,True,False,,True,True,True
2699,True,False,,True,True,True
2700,False,False,,False,False,False
2701,True,False,,True,True,True
2702,True,False,,True,True,True
2703,True,False,,True,True,True
2704,False,False,,False,False,False
2705,True,False,,True,True,True
2706,True,False,,True,True,True
2707,True,False,,True,True,True
2708,True,False,,True,True,True
2710,True,False,,True,True,True
2712,True,False,,True,True,True
2714,True,False,,True,True,True
2715,True,False,,False,True,True
2716,True,False,,True,True,True
2717,False,False,,True,False,False
2718,True,False,,True,True,True
2719,True,False,,True,True,True
2720,False,False,,False,False,False
2721,True,False,,True,True,True
2722,True,False,,True,True,True
2723,True,False,,True,True,True
2724,True,False,,True,True,True
2726,True,False,,True,True,True
2727,True,False,,True,True,True
2728,True,False,,True,True,True
2729,False,False,,False,False,False
2730,True,False,,True,True,True
2731,True,False,,True,True,True
2732,False,False,,False,False,False
2733,True,False,,True,True,True
2734,True,False,,True,True,True
2735,True,False,,True,True,True
2737,True,False,,True,True,True
2738,True,False,,True,True,True
2739,False,False,,False,False,True
2740,True,False,,True,True,True
2741,True,False,,True,True,True
2742,True,False,,True,True,True
2744,True,False,,True,True,True
2745,True,False,,True,True,True
2747,True,False,,True,True,True
2748,True,False,,True,True,True
2749,True,False,,True,True,True
2751,True,False,,True,True,True
2752,True,False,,True,True,True
2753,True,False,,True,True,True
2754,True,False,,True,True,True
2758,True,False,,True,True,True
2759,True,False,,True,True,True
2763,True,False,,True,True,True
2764,False,False,,False,False,False
2765,True,False,,True,True,True
2766,True,False,,True,True,True
2767,True,False,,True,True,True
2768,True,False,,True,True,True
2770,True,False,,True,True,True
2771,True,False,,True,True,True
2772,False,False,,False,False,False
2773,True,False,,True,True,True
2774,True,False,,True,True,True
2775,True,False,,True,True,True
2776,True,False,,True,True,True
2777,True,False,,True,True,True
2778,False,False,,False,False,False
2779,True,False,,True,True,True
2780,False,False,,False,False,False
2781,True,False,,True,True,True
2782,True,False,,True,True,True
2783,True,False,,True,True,True
2784,True,False,,True,True,True
2785,True,False,,True,True,True
2786,True,False,,True,True,True
2787,True,False,,True,True,True
2788,True,False,,True,True,True
2789,False,False,,False,False,False
2790,True,False,,True,True,True
2791,True,False,,True,True,True
2792,True,False,,True,True,True
2793,True,False,,True,True,True
2794,True,False,,True,True,True
2795,False,False,,False,False,False
2796,True,False,,True,True,True
2797,True,False,,True,True,False
2798,True,False,,True,True,True
2799,True,False,,True,True,True
2800,True,False,,True,True,True
2801,True,False,,True,True,True
2802,True,False,,True,True,True
2803,True,False,,True,True,True
2804,True,False,,True,True,True
2806,True,False,,True,True,True
2807,True,False,,True,True,True
2808,True,False,,False,True,True
2809,False,False,,False,False,False
2810,True,False,,True,True,True
2811,True,False,,True,True,True
2812,True,False,,True,True,True
2813,True,False,,True,True,True
2814,False,False,,False,False,False
2815,True,False,,True,True,True
2816,True,False,,True,True,True
2817,True,False,,True,True,True
2818,True,False,,True,True,True
2819,True,False,,True,True,True
2820,True,False,,True,True,True
2821,True,False,,True,True,True
2822,True,False,,True,True,True
2823,True,False,,True,True,True
2824,True,False,,True,True,True
2825,True,False,,True,True,True
2826,False,False,,False,False,False
2827,True,False,,True,True,True
2828,False,False,,False,False,False
2829,True,False,,True,True,True
2830,True,False,,True,True,True
2831,True,False,,True,True,True
2832,True,False,,True,True,True
2833,True,False,,True,True,True
2834,False,False,,False,False,False
2835,True,False,,True,True,True
2836,False,False,,False,False,False
2837,True,False,,True,True,True
2838,True,False,,True,True,True
2839,True,False,,True,True,True
2840,False,False,,False,False,False
2841,True,False,,True,True,True
2842,True,False,,True,True,True
2843,True,False,,True,True,True
2844,False,False,,False,False,False
2845,True,False,,True,True,True
2846,True,False,,False,True,True
2848,False,False,,False,False,False
2849,True,False,,True,True,True
2850,True,False,,True,True,True
2852,True,False,,True,True,True
2853,True,False,,True,True,True
2854,False,False,,False,False,False
2855,True,False,,True,True,True
2856,True,False,,True,True,True
2857,True,False,,True,True,True
2858,False,False,,False,False,False
2859,True,False,,True,True,True
2860,True,False,,True,True,True
2861,True,False,,True,True,True
2862,False,False,,False,False,False
2863,True,False,,True,True,True
2864,True,False,,True,True,True
2865,True,False,,False,True,False
2866,True,False,,True,True,True
2867,True,False,,True,True,True
2868,True,False,,True,True,True
2869,True,False,,True,True,True
2870,True,False,,True,True,True
2871,True,False,,True,True,True
2872,True,False,,True,True,True
2873,True,False,,True,True,True
2874,True,False,,True,True,True
2875,False,False,,False,False,False
2876,True,False,,True,True,True
2877,True,False,,True,True,True
2878,True,False,,True,True,True
2879,True,False,,True,True,True
2880,False,False,,False,False,False
2881,True,False,,True,True,True
2882,True,False,,True,True,True
2884,True,False,,True,True,True
2885,True,False,,True,True,True
2886,False,False,,False,False,False
2887,True,False,,True,True,True
2888,True,False,,True,True,True
2889,True,False,,True,True,True
2890,True,False,,True,True,True
2891,True,False,,True,True,True
2892,True,False,,True,True,True
2893,True,False,,True,True,True
2894,True,False,,True,True,True
2895,True,False,,True,True,True
2896,True,False,,True,True,True
2897,False,False,,False,False,False
2898,True,False,,True,True,True
2899,True,False,,True,True,True
2900,True,False,,True,True,True
2901,True,False,,True,True,True
2902,True,False,,True,True,True
2903,True,False,,True,True,True
2904,True,False,,True,True,True
2905,True,False,,True,True,True
2906,True,False,,True,True,True
2907,True,False,,True,True,True
2908,True,False,,True,True,True
2909,True,False,,True,True,True
2910,True,False,,True,True,True
2911,True,False,,True,True,True
2912,False,False,,False,False,False
2913,True,False,,True,True,True
2914,True,False,,True,True,True
2915,True,False,,True,True,True
2916,True,False,,True,True,True
2917,True,False,,True,True,True
2918,True,False,,True,True,True
2919,True,False,,True,True,True
2920,True,False,,True,True,True
2921,True,False,,True,True,True
2922,True,False,,True,True,True
2923,True,False,,False,True,True
2924,True,False,,False,True,True
2925,True,False,,True,True,True
2926,True,False,,True,True,True
2927,True,False,,True,True,True
2928,True,False,,True,True,True
2929,True,False,,True,True,True
2930,True,False,,True,True,True
2931,True,False,,True,True,True
2932,True,False,,True,True,True
2933,False,False,,False,False,False
2934,True,False,,True,True,True
2935,True,False,,True,True,True
2936,True,False,,True,True,True
2937,True,False,,True,True,True
2939,True,False,,True,True,True
2940,False,False,,False,False,False
2941,True,False,,True,True,True
2942,True,False,,True,True,True
2943,True,False,,True,True,True
2944,True,False,,True,True,True
2945,False,False,,False,False,False
2946,True,False,,True,True,True
2947,True,False,,True,True,True
2948,True,False,,True,True,True
2949,False,False,,True,False,False
2950,True,False,,True,True,True
2951,True,False,,True,True,True
2952,True,False,,True,True,True
2953,True,False,,True,True,True
2954,True,False,,True,True,True
2955,True,False,,True,True,True
2956,True,False,,True,True,True
2957,True,False,,True,True,True
2958,True,False,,True,True,True
2959,True,False,,True,True,True
2960,False,False,,False,False,False
2961,True,False,,True,True,True
2962,True,False,,True,True,True
2963,True,False,,True,True,True
2964,False,False,,False,False,False
2965,True,False,,True,True,True
2966,True,False,,True,True,True
2967,True,False,,True,True,True
2968,True,False,,True,True,True
2970,True,False,,True,True,True
2971,True,False,,True,True,True
2972,True,False,,True,True,True
2973,True,False,,True,True,True
2974,False,False,,False,False,False
2975,True,False,,True,True,True
2976,True,False,,True,True,True
2977,True,False,,True,True,True
2978,True,False,,True,True,True
2979,False,False,,True,False,True
2980,True,False,,True,True,True
2981,True,False,,True,True,True
2982,True,False,,False,True,True
2983,True,False,,True,True,True
2984,True,False,,True,True,True
2985,True,False,,True,True,True
2986,False,False,,False,False,False
2987,True,False,,True,True,True
2988,True,False,,True,True,True
2989,True,False,,True,True,True
2990,True,False,,True,True,True
2991,True,False,,True,True,True
2992,True,False,,True,True,True
2993,True,False,,True,True,True
2994,True,False,,True,True,True
2995,True,False,,True,True,True
2996,True,False,,True,True,True
2997,True,False,,True,True,True
2998,True,False,,True,True,True
2999,True,False,,True,True,True
3000,True,False,,True,True,True
3001,True,False,,True,True,True
3002,True,False,,True,True,True
3003,False,False,,False,False,False
3004,True,False,,True,True,True
3005,True,False,,True,True,True
3006,True,False,,True,True,True
3007,True,False,,True,True,True
3008,True,False,,True,True,True
3009,True,False,,True,True,True
3010,True,False,,True,True,True
3011,True,False,,False,True,True
3012,True,False,,True,True,True
3013,True,False,,True,True,True
3014,True,False,,True,True,True
3015,True,False,,True,True,True
3017,True,False,,True,True,True
3018,True,False,,True,True,True
3019,True,False,,True,True,True
3020,True,False,,True,True,True
3021,True,False,,True,True,True
3022,True,False,,True,True,True
3023,False,False,,False,False,False
3024,True,False,,True,True,True
3025,True,False,,True,True,True
3026,True,False,,True,True,True
3027,True,False,,True,True,True
3028,False,False,,False,False,False
3029,True,False,,True,True,True
3030,True,False,,True,True,True
3031,True,False,,True,True,True
3032,True,False,,True,True,True
3033,True,False,,True,True,True
3034,True,False,,True,True,True
3035,True,False,,True,True,True
3036,True,False,,True,True,True
3037,False,False,,True,False,False
3038,True,False,,True,True,True
3039,True,False,,True,True,True
3040,True,False,,True,True,True
3041,True,False,,True,True,True
3042,True,False,,True,True,True
3043,True,False,,True,True,True
3044,False,False,,False,False,False
3045,True,False,,True,True,True
3046,True,False,,True,True,True
3047,False,False,,False,False,False
3048,True,False,,True,True,True
3049,True,False,,True,True,True
3050,True,False,,True,True,True
3051,True,False,,True,True,True
3052,True,False,,True,True,True
3053,True,False,,True,True,True
3054,True,False,,True,True,True
3055,True,False,,True,True,True
3056,False,False,,False,False,False
3057,True,False,,True,True,True
3058,True,False,,True,True,True
3059,True,False,,True,True,False
3060,True,False,,True,True,True
3061,True,False,,True,True,True
3062,True,False,,False,True,False
3063,True,False,,True,True,True
3064,True,False,,True,True,True
3065,True,False,,True,True,True
3066,True,False,,True,True,True
3067,True,False,,True,True,True
3068,True,False,,True,True,True
3069,True,False,,True,True,True
3070,True,False,,True,True,True
3071,False,False,,False,False,False
3072,True,False,,True,True,True
3073,True,False,,True,True,True
3075,True,False,,True,True,True
3076,True,False,,True,True,True
3078,True,False,,True,True,True
3079,True,False,,True,True,True
3081,True,False,,True,True,True
3082,True,False,,True,True,True
3083,True,False,,True,True,True
3084,False,False,,False,False,False
3085,True,False,,True,True,True
3086,True,False,,True,True,True
3087,True,False,,True,True,True
3088,True,False,,True,True,True
3089,True,False,,True,True,True
3090,True,False,,True,True,True
3091,True,False,,False,True,True
3092,True,False,,True,True,True
3093,True,False,,True,True,True
3094,True,False,,True,True,True
3095,False,False,,False,False,False
3096,True,False,,True,True,True
3097,True,False,,True,True,False
3098,True,False,,True,True,False
3099,True,False,,True,True,True
3100,True,False,,True,True,True
3101,False,False,,False,False,False
3102,True,False,,True,True,True
3103,True,False,,True,True,True
3104,True,False,,True,True,True
3105,True,False,,True,True,True
3106,True,False,,True,True,True
3107,True,False,,True,True,True
3108,True,False,,True,True,True
3109,True,False,,True,True,True
3110,False,False,,False,False,False
3111,True,False,,True,True,True
3112,True,False,,True,True,True
3113,True,False,,True,True,True
3114,True,False,,True,True,True
3115,True,False,,True,True,True
3116,True,False,,True,True,True
3117,True,False,,False,True,True
3118,True,False,,True,True,True
3119,True,False,,False,True,True
3120,True,False,,False,True,True
3124,True,False,,False,True,True
3125,True,False,,True,True,True
3126,False,False,,False,False,False
3127,True,False,,True,True,True
3128,True,False,,True,True,True
3129,True,False,,True,True,True
3130,True,False,,True,True,True
3131,True,False,,True,True,True
3132,True,False,,True,True,True
3133,False,False,,False,False,False
3134,True,False,,True,True,True
3135,True,False,,True,True,True
3136,True,False,,True,True,True
3137,False,False,,False,False,False
3138,True,False,,True,True,True
3139,True,False,,True,True,True
3140,True,False,,True,True,True
3142,True,False,,True,True,True
3143,False,False,,False,False,False
3144,True,False,,True,True,True
3145,True,False,,True,True,True
3146,True,False,,True,True,True
3147,False,False,,False,False,False
3148,True,False,,True,True,True
3149,True,False,,True,True,True
3150,True,False,,True,True,True
3151,True,False,,True,True,True
3152,True,False,,True,True,True
3153,False,False,,False,False,False
3154,True,False,,True,True,True
3155,True,False,,True,True,True
3156,True,False,,True,True,True
3157,True,False,,True,True,True
3158,True,False,,True,True,True
3163,True,False,,True,True,True
3164,True,False,,True,True,True
3165,True,False,,True,True,True
3166,True,False,,True,True,True
3167,True,False,,True,True,True
3168,False,False,,False,False,True
3169,True,False,,True,True,True
3170,False,False,,False,False,False
3171,True,False,,True,True,True
3172,True,False,,True,True,True
3173,True,False,,False,True,True
3174,True,False,,True,True,True
3175,False,False,,True,False,False
3176,True,False,,True,True,True
3177,True,False,,True,True,True
3178,True,False,,True,True,True
3179,True,False,,True,True,True
3180,True,False,,True,True,True
3181,True,False,,True,True,True
3182,True,False,,False,True,True
3183,True,False,,True,True,True
3184,True,False,,True,True,True
3185,True,False,,True,True,True
3186,False,False,,False,False,False
3187,True,False,,True,True,True
3188,True,False,,True,True,True
3189,True,False,,True,True,True
3190,True,False,,True,True,True
3191,True,False,,True,True,False
3192,True,False,,True,True,True
3195,False,False,,False,False,False
3196,True,False,,True,True,True
3197,True,False,,True,True,True
3198,True,False,,True,True,True
3199,True,False,,True,True,True
3200,True,False,,True,True,True
3201,False,False,,False,False,False
3202,True,False,,True,True,True
3203,True,False,,True,True,True
3204,True,False,,True,True,True
3205,True,False,,True,True,True
3206,True,False,,True,True,True
3207,False,False,,False,False,False
3208,True,False,,True,True,True
3209,True,False,,True,True,True
3210,True,False,,True,True,True
3211,True,False,,True,True,True
3212,True,False,,False,True,True
3214,True,False,,True,True,True
3215,True,False,,False,True,True
3217,True,False,,True,True,True
3218,True,False,,True,True,True
3219,True,False,,True,True,True
3220,True,False,,True,True,True
3221,True,False,,True,True,True
3222,True,False,,True,True,True
3223,True,False,,True,True,True
3224,True,False,,True,True,True
3226,True,False,,True,True,True
3227,True,False,,True,True,True
3228,True,False,,True,True,False
3229,True,False,,True,True,True
3230,True,False,,True,True,True
3231,True,False,,True,True,True
3232,True,False,,True,True,True
3233,True,False,,True,True,True
3235,True,False,,True,True,True
3236,True,False,,True,True,True
3237,True,False,,True,True,False
3239,False,False,,False,False,False
3240,True,False,,True,True,True
3241,True,False,,True,True,True
3242,True,False,,True,True,True
3244,True,False,,True,True,True
3245,True,False,,True,True,True
3247,True,False,,True,True,True
3248,True,False,,True,True,False
3249,True,False,,True,True,True
3251,True,False,,True,True,True
3252,True,False,,True,True,True
3253,False,False,,False,False,False
3254,True,False,,True,True,True
3255,False,False,,False,False,False
3256,True,False,,True,True,True
3257,True,False,,True,True,True
3258,True,False,,False,True,False
3259,False,False,,False,False,False
3260,True,False,,True,True,True
3261,False,False,,False,False,False
3262,True,False,,True,True,True
3263,True,False,,True,True,True
3264,False,False,,False,False,False
3265,True,False,,True,True,True
3266,True,False,,True,True,True
3267,True,False,,True,True,True
3268,False,False,,False,False,False
3269,True,False,,True,True,True
3270,True,False,,True,True,True
3272,True,False,,True,True,True
3273,False,False,,False,False,False
3274,True,False,,True,True,True
3275,True,False,,False,True,False
3277,True,False,,True,True,True
3278,False,False,,False,False,False
3279,True,False,,True,True,True
3280,True,False,,True,True,True
3281,True,False,,True,True,True
3282,True,False,,True,True,True
3283,True,False,,True,True,True
3284,True,False,,True,True,True
3285,True,False,,True,True,True
3286,False,False,,False,False,False
3287,True,False,,True,True,True
3288,True,False,,True,True,True
3289,True,False,,True,True,True
3290,False,False,,False,False,False
3291,True,False,,True,True,True
3292,True,False,,True,True,True
3293,True,False,,True,True,True
3294,True,False,,True,True,True
3295,True,False,,True,True,True
3296,True,False,,True,True,True
3297,True,False,,True,True,True
3298,True,False,,True,True,True
3299,True,False,,True,True,True
3300,True,False,,True,True,True
3301,True,False,,True,True,True
3302,True,False,,True,True,True
3303,True,False,,True,True,True
3304,True,False,,True,True,True
3305,True,False,,True,True,True
3306,True,False,,True,True,True
3307,True,False,,True,True,False
3308,True,False,,True,True,True
3309,True,False,,True,True,True
3310,True,False,,True,True,True
3311,True,False,,True,True,True
3312,False,False,,False,False,False
3313,True,False,,True,True,True
3314,True,False,,True,True,True
3315,True,False,,True,True,True
3317,True,False,,True,True,True
3318,False,False,,False,False,False
3319,True,False,,True,True,True
3320,True,False,,True,True,True
3321,False,False,,False,False,False
3322,True,False,,True,True,True
3323,True,False,,True,True,True
3324,True,False,,True,True,True
3325,True,False,,True,True,True
3327,True,False,,True,True,True
3328,True,False,,True,True,True
3329,True,False,,True,True,True
3330,True,False,,True,True,True
3332,True,False,,True,True,True
3333,True,False,,True,True,True
3334,True,False,,True,True,True
3335,False,False,,False,False,False
3336,True,False,,True,True,True
3337,True,False,,True,True,True
3338,True,False,,True,True,True
3339,True,False,,True,True,True
3340,False,False,,False,False,False
3341,True,False,,True,True,True
3342,True,False,,True,True,True
3344,True,False,,True,True,True
3345,True,False,,True,True,True
3346,True,False,,True,True,True
3347,True,False,,True,True,True
3348,True,False,,True,True,True
3349,True,False,,True,True,True
3350,True,False,,True,True,True
3351,True,False,,True,True,True
3352,True,False,,True,True,True
3353,True,False,,True,True,True
3354,True,False,,True,True,True
3355,False,False,,False,False,False
3356,True,False,,True,True,True
3357,True,False,,True,True,True
3359,True,False,,True,True,True
3360,True,False,,True,True,True
3361,True,False,,True,True,True
3362,True,False,,True,True,True
3363,True,False,,True,True,True
3364,False,False,,False,False,False
3365,True,False,,True,True,True
3366,True,False,,True,True,True
3367,True,False,,True,True,True
3368,False,False,,False,False,False
3369,True,False,,True,True,True
3370,True,False,,True,True,True
3371,True,False,,True,True,True
3372,False,False,,False,False,False
3373,True,False,,True,True,True
3374,True,False,,True,True,True
3375,True,False,,True,True,True
3376,True,False,,True,True,True
3377,False,False,,False,False,False
3378,True,False,,True,True,True
3379,True,False,,True,True,True
3380,True,False,,True,True,True
3381,True,False,,True,True,True
3382,True,False,,True,True,True
3383,True,False,,True,True,True
3384,True,False,,True,True,True
3385,True,False,,True,True,True
3386,False,False,,False,False,False
3387,True,False,,True,True,True
3388,True,False,,True,True,True
3389,True,False,,True,True,True
3390,True,False,,True,True,True
3391,True,False,,True,True,True
3392,False,False,,False,False,False
3393,True,False,,True,True,True
3394,True,False,,True,True,True
3395,True,False,,True,True,True
3396,False,False,,False,False,False
3397,True,False,,True,True,True
3398,True,False,,True,True,True
3399,True,False,,True,True,True
3400,True,False,,True,True,True
3401,True,False,,True,True,True
3402,True,False,,True,True,True
3403,True,False,,True,True,True
3404,True,False,,True,True,True
3405,True,False,,True,True,True
3406,True,False,,True,True,True
3407,True,False,,True,True,True
3408,True,False,,True,True,True
3409,False,False,,False,False,False
3410,True,False,,True,True,True
3411,True,False,,True,True,True
3412,True,False,,True,True,True
3414,True,False,,True,True,True
3415,False,False,,False,False,False
3416,True,False,,True,True,True
3417,True,False,,True,True,True
3418,True,False,,True,True,True
3420,True,False,,True,True,True
3421,True,False,,True,True,True
3422,False,False,,False,False,False
3423,True,False,,True,True,True
3424,True,False,,True,True,False
3425,True,False,,True,True,True
3426,True,False,,True,True,True
3427,True,False,,True,True,True
3428,False,False,,False,False,False
3429,True,False,,True,True,True
3430,True,False,,True,True,True
3431,True,False,,True,True,True
3432,True,False,,True,True,True
3433,False,False,,True,False,False
3434,True,False,,True,True,True
3435,True,False,,True,True,True
3436,True,False,,True,True,True
3437,False,False,,False,False,False
3438,True,False,,True,True,True
3439,True,False,,True,True,True
3441,True,False,,True,True,True
3442,True,False,,True,True,True
3443,True,False,,True,True,True
3444,True,False,,True,True,True
3445,True,False,,True,True,True
3446,True,False,,True,True,True
3447,True,False,,True,True,True
3448,True,False,,True,True,True
3449,True,False,,True,True,True
3450,False,False,,False,False,False
3451,True,False,,True,True,True
3452,True,False,,True,True,True
3453,True,False,,True,True,True
3455,True,False,,True,True,True
3456,True,False,,True,True,True
3457,True,False,,True,True,True
3458,True,False,,True,True,True
3459,True,False,,True,True,True
3460,True,False,,True,True,True
3461,True,False,,True,True,True
3462,True,False,,False,True,True
3463,False,False,,False,False,False
3464,True,False,,True,True,True
3465,True,False,,True,True,True
3466,True,False,,True,True,True
3467,True,False,,True,True,True
3468,True,False,,True,True,True
3469,False,False,,False,False,False
3470,True,False,,True,True,True
3471,True,False,,True,True,True
3472,False,False,,False,False,False
3473,True,False,,True,True,True
3474,True,False,,False,True,True
3475,True,False,,True,True,True
3476,True,False,,True,True,True
3477,False,False,,False,False,False
3478,True,False,,True,True,True
3479,True,False,,True,True,True
3480,True,False,,True,True,True
3481,True,False,,True,True,True
3482,False,False,,True,False,False
3483,True,False,,True,True,True
3484,True,False,,True,True,True
3486,True,False,,True,True,True
3487,False,False,,False,False,False
3488,True,False,,True,True,True
3489,True,False,,True,True,True
3490,True,False,,True,True,True
3492,True,False,,True,True,True
3493,False,False,,False,False,False
3494,True,False,,True,True,True
3495,True,False,,True,True,True
3496,True,False,,False,True,True
3498,True,False,,True,True,True
3499,True,False,,True,True,True
3500,False,False,,False,False,False
3501,True,False,,True,True,True
3502,True,False,,True,True,True
3504,True,False,,True,True,True
3505,True,False,,True,True,True
3506,True,False,,True,True,True
3507,True,False,,True,True,True
3508,True,False,,True,True,True
3509,True,False,,True,True,True
3510,False,False,,True,False,True
3511,True,False,,True,True,True
3512,True,False,,True,True,True
3513,True,False,,True,True,True
3514,True,False,,True,True,True
3515,True,False,,True,True,True
3516,False,False,,False,False,False
3517,True,False,,True,True,True
3518,True,False,,True,True,True
3519,True,False,,True,True,True
3521,True,False,,True,True,True
3522,True,False,,True,True,True
3524,True,False,,True,True,True
3525,False,False,,False,False,False
3526,True,False,,True,True,True
3527,True,False,,True,True,True
3528,True,False,,True,True,True
3529,False,False,,False,False,False
3530,True,False,,True,True,True
3531,True,False,,True,True,True
3532,True,False,,True,True,True
3533,True,False,,True,True,True
3534,True,False,,True,True,True
3535,True,False,,True,True,True
3540,False,False,,False,False,False
3541,True,False,,True,True,True
3542,True,False,,True,True,True
3543,True,False,,True,True,True
3544,True,False,,True,True,True
3545,False,False,,False,False,False
3546,True,False,,True,True,True
3547,True,False,,True,True,True
3548,True,False,,True,True,True
3549,True,False,,True,True,True
3550,True,False,,True,True,True
3551,True,False,,True,True,True
3552,True,False,,True,True,True
3553,True,False,,True,True,True
3554,True,False,,True,True,True
3555,True,False,,True,True,True
3556,True,False,,True,True,True
3557,True,False,,True,True,True
3558,True,False,,True,True,True
3559,True,False,,True,True,True
3560,True,False,,True,True,True
3561,False,False,,False,False,False
3562,True,False,,True,True,True
3563,True,False,,True,True,True
3564,True,False,,True,True,True
3565,True,False,,True,True,True
3566,True,False,,True,True,True
3567,True,False,,True,True,True
3568,True,False,,True,True,True
3569,False,False,,False,False,False
3570,True,False,,True,True,True
3571,True,False,,True,True,True
3573,True,False,,True,True,True
3574,True,False,,True,True,True
3575,False,False,,False,False,False
3576,True,False,,True,True,True
3577,True,False,,True,True,True
3578,True,False,,True,True,True
3579,True,False,,True,True,True
3581,True,False,,True,True,True
3582,True,False,,True,True,True
3583,False,False,,False,False,False
3584,True,False,,True,True,True
3585,True,False,,True,True,True
3586,True,False,,True,True,True
3587,True,False,,True,True,True
3588,True,False,,True,True,True
3589,True,False,,True,True,True
3590,True,False,,True,True,True
3591,True,False,,True,True,True
3592,True,False,,True,True,True
3593,False,False,,False,False,False
3594,True,False,,True,True,True
3595,True,False,,True,True,True
3596,True,False,,True,True,True
3597,True,False,,True,True,True
3598,True,False,,True,True,True
3599,True,False,,True,True,True
3600,True,False,,True,True,True
3601,True,False,,True,True,True
3602,True,False,,True,True,False
3604,False,False,,False,False,False
3605,True,False,,True,True,True
3606,False,False,,False,False,False
3607,True,False,,False,True,True
3608,True,False,,True,True,True
3610,True,False,,True,True,True
3612,True,False,,True,True,True
3613,False,False,,False,False,False
3614,True,False,,True,True,True
3615,True,False,,True,True,True
3616,True,False,,True,True,True
3617,False,False,,False,False,False
3618,True,False,,True,True,True
3619,True,False,,True,True,True
3620,True,False,,True,True,True
3621,True,False,,True,True,True
3622,True,False,,True,True,True
3623,True,False,,True,True,True
3624,True,False,,True,True,True
3625,True,False,,True,True,True
3626,False,False,,False,False,True
3627,True,False,,True,True,True
3628,True,False,,True,True,True
3629,True,False,,True,True,True
3630,True,False,,True,True,True
3631,True,False,,True,True,True
3632,False,False,,False,False,False
3633,True,False,,True,True,True
3634,True,False,,True,True,True
3635,True,False,,True,True,True
3636,True,False,,True,True,True
3637,True,False,,True,True,True
3638,True,False,,True,True,True
3639,True,False,,True,True,True
3640,True,False,,True,True,True
3641,True,False,,True,True,True
3642,True,False,,True,True,True
3643,True,False,,True,True,True
3644,True,False,,True,True,True
3645,True,False,,True,True,True
3646,True,False,,True,True,True
3647,True,False,,True,True,True
3648,True,False,,True,True,True
3649,True,False,,True,True,True
3650,True,False,,True,True,True
3651,True,False,,True,True,True
3652,True,False,,True,True,True
3653,True,False,,True,True,True
3654,True,False,,True,True,True
3655,True,False,,True,True,True
3656,True,False,,True,True,True
3657,True,False,,True,True,True
3658,True,False,,False,True,True
3659,True,False,,True,True,True
3660,True,False,,True,True,True
3661,True,False,,False,True,True
3662,True,False,,True,True,True
3663,True,False,,True,True,True
3664,True,False,,True,True,True
3665,True,False,,True,True,True
3666,True,False,,True,True,False
3667,True,False,,True,True,True
3668,True,False,,True,True,False
3669,True,False,,True,True,True
3670,True,False,,True,True,True
3671,True,False,,True,True,True
3672,True,False,,True,True,True
3673,False,False,,False,False,True
3674,True,False,,True,True,True
3675,True,False,,True,True,True
3676,False,False,,False,False,False
3677,True,False,,True,True,True
3678,True,False,,True,True,True
3679,True,False,,True,True,True
3680,True,False,,True,True,False
3682,True,False,,True,True,True
3683,True,False,,True,True,True
3685,True,False,,True,True,True
3686,True,False,,True,True,True
3687,True,False,,True,True,True
3688,False,False,,False,False,False
3689,True,False,,True,True,True
3690,True,False,,True,True,True
3691,True,False,,True,True,True
3692,True,False,,True,True,True
3693,True,False,,True,True,True
3694,True,False,,True,True,True
3695,True,False,,True,True,True
3696,True,False,,True,True,True
3697,False,False,,False,False,False
3698,True,False,,False,True,True
3699,True,False,,True,True,True
3700,False,False,,False,False,False
3701,True,False,,True,True,True
3702,True,False,,True,True,False
3703,True,False,,True,True,True
3704,True,False,,True,True,True
3705,True,False,,True,True,True
3706,True,False,,True,True,True
3707,True,False,,True,True,True
3708,True,False,,True,True,True
3710,True,False,,True,True,True
3711,True,False,,True,True,True
3712,False,False,,False,False,False
3713,True,False,,True,True,True
3714,True,False,,True,True,True
3715,True,False,,True,True,True
3716,True,False,,True,True,True
3717,True,False,,True,True,True
3718,True,False,,True,True,True
3719,True,False,,True,True,True
3721,True,False,,True,True,True
3722,True,False,,True,True,False
3723,False,False,,False,False,False
