,RESUMO,TEXTO
0,É #FAKE mensagem que menciona vagas e oferece link para cadastro no Auxílio Brasil ,"Ministério da Cidadania afirma que governo federal não convoca cidadãos para realizar inscrição no CadÚnico e também não limita a quantidade ou abre vagas para a realização do cadastramento. De acordo com plataforma de análise de segurança, link que acompanha mensagem é perigoso. "
0,É #FAKE que jogador de futebol Alex Apolinário morreu em decorrência da vacina contra a Covid-19,"Atleta morreu em janeiro de 2021 e ainda não havia tomado o imunizante, segundo a irmã dele e o clube em que atuava em Portugal. Campanha de vacinação no país ainda não o considerava elegível. "
0,É #FAKE que vídeo mostre pai desesperado na Paraíba ao ver o filho morto por causa da vacina ,"Vídeo é antigo, anterior à pandemia e à vacinação contra a Covid-19. Na verdade, as imagens mostram homem que perdeu a mulher e a filha durante o parto no Amazonas."
0,É #FAKE declaração atribuída a Lula em reunião com líderes de religiões de matriz africana,"Edição do vídeo faz parecer que Lula diz estar falando com o demônio e estar sendo tomado por ele. No entanto, a versão completa do vídeo original mostra que, ao mencionar essas palavras, Lula se refere ao que oposicionistas dizem dele nas redes sociais."
0,É #FAKE que eleitor sem biometria cadastrada não poderá votar em 2022,"Mensagem falsa afirma que apenas pessoas com biometria vão conseguir participar das eleições. TSE desmente e diz que “a ausência da biometria não impede, por si só, o exercício do voto""."
0,É #FAKE imagem de capa da Time em que soldado armado usa emblema da OMS,Imagem não consta em acervo da revista. OMS afirma que não tem um grupo armado para responder à Covid-19. Artista plástico reivindica a criação da imagem e mostra no Youtube como foi feita.
0,É #FAKE que vídeo em que Boris Johnson dança com mulher com sabre de luz foi gravado durante a pandemia,"Política que contracena com Johnson afirma que as imagens foram feitas em 2015, antes do início da pandemia e das restrições que ela impôs. Primeiro-ministro do Reino Unido enfrenta crise após ser acusado de ter participado de festas realizadas em Downing Street durante a pandemia. "
0,É #FAKE que vídeo em que homem é atingido por ondas após dar socos em planta mostre cenas do tsunami em Tonga,Imagens foram gravadas na Indonésia e estão publicadas no Youtube desde dezembro de 2021. O tsunami em Tonga ocorreu após a erupção de um vulcão submarino em 15 de janeiro.
0,É #FAKE que Drauzio Varella escreveu texto ensinando como socorrer crianças em caso de mal súbito,"Médico não escreveu coluna com esse teor. A imagem falsa serve de mote para legendas que alegam que as vacinas contra a Covid-19 para crianças são prejudiciais à saúde. A Anvisa atesta que as vacinas são seguras. Além disso, a bula do imunizante não cita os efeitos alegados na mensagem viral. "
0,"É #FAKE que resolução isente deputados, senadores e ministros do STF de tomar vacina","Mensagem falsa diz que a isenção é determinada no artigo 99 da Resolução 748. O STF afirma que a Resolução 748 contém apenas 25 artigos e estabelece que todos, inclusive ministros, só podem entrar no prédio do Supremo com comprovante de vacina ou teste negativo de Covid-19."
0,É #FAKE que Pfizer adicionou trometamina secretamente à vacina da Covid-19 para crianças para tratar ataques cardíacos,"A trometamina está presente na composição da vacina para adultos e crianças, mas esta informação é pública e está disponível na bula das vacinas. Além disso, segundo a Anvisa, a Pfizer e especiaistas, a trometamina é usada para controlar o PH da vacina e aumentar o prazo de validade. Portanto, não tem relação com o tratamento de ataques cardíacos."
0,É #FAKE que vídeo mostre presidente do Chile Gabriel Boric drogado,"Nas imagens, ele aparece com as roupas e os cabelos molhados, sentado em um banco. Uma versão mais longa do vídeo e registros da imprensa profissional mostram que ele foi agredido por opositores."
0,É #FAKE vídeo que mostra manobra radical em aterrissagem de aeronave da Garuda Indonesia,"Vídeo circula com mensagens que dizem que o avião escapou de um grave acidente. Na verdade, as imagens foram extraídas de um simulador de voo. Elas foram feitas por um canal especializado nesse tipo de simulação."
0,É #FAKE que vídeo mostre homem chorando sobre corpo de criança morta após tomar vacina contra a Covid-19,"Na verdade, a imagem foi feita na Síria e mostra uma criança que foi vítima de um bombardeio em outubro de 2021. O fotógrafo que fez o vídeo, o sírio Ali Haj Suleiman, usou as suas redes sociais para desmentir que a criança morreu por conta da vacina. Ao g1, Suleiman mostrou fotos sob outros ângulos em que é possível ver que o corpo da menina apresenta sinais de ferimentos a bomba."
0,É #FAKE que vacinas contra a Covid-19 são produtos de terapia gênica,"Terapia gênica envolve causar mudanças de propósito no material genético das células humanas a fim de tratar ou curar pacientes de doenças. Já as vacinas de RNA mensageiro, a exemplo da vacina da Pfizer, usam o código genético do vírus da Covid-19 para induzir uma resposta imunológica. Não há interação ou interferência com os genes humanos."
0,É #FAKE que fisioterapeuta do Incor que sofreu infarto tomou terceira dose da vacina em dezembro,"Fábio Rodrigues tomou a terceira dose em outubro e não em dezembro. Ele teve Covid antes do início da vacinação e está em vários grupos de risco para infarto.  Além disso, tem 48 anos, e não 25."
0,É #FAKE que Pfizer comprou fábrica de desfibriladores no interior da Bahia durante a pandemia do coronavírus,"Imagem falsa simula site do g1, que não publicou a matéria. Pfizer afirma que informação não procede."
0,É #FAKE que número de hospitalizações de crianças quadruplicou em Nova York por causa da vacina contra a Covid-19,Departamento de Saúde de NY desmentiu alegação e informou que nenhuma criança de 5 a 11 anos internada devido à COVID-19 foi totalmente vacinada. Metade tem menos de 5 anos e nem está elegível para receber o imunizante. Alta dos casos positivos aconteceu em todas as faixas etárias e é atribuída ao avanço da variante Ômicron.
0,É #FAKE que g1 publicou que 72 milhões de apostadores da Mega da Virada jogaram com número de Bolsonaro,"Montagem enganosa inclui frases falsas e altera imagem de matéria do g1. Reportagem original, publicada no dia 31 de dezembro, em nenhum momento informou o número de apostadores em cada dezena ou fez considerações a respeito do número 22. Também não citou o presidente Bolsonaro.
"
0,É #FAKE que cartaz de campanha de prevenção ao AVC em crianças na França tenha relação com a vacina contra Covid-19,"Organização que criou os cartazes explica que não há qualquer relação entre a campanha e a imunização.  Marcos Christiano Lange, presidente da Sociedade Brasileira de Doenças Cerebrovasculares esclarece que até o momento não se tem nenhuma informação de pesquisas que demonstrem aumento de AVC isquêmico em crianças, jovens ou adultos que foram vacinados"
0,Fato ou Fake chega a 500 checagens publicadas em 2021,"Mais da metade dessas checagens foi sobre a pandemia do coronavírus, e o grande alvo das fakes foi a vacina. Foram quase 150 mensagens falsas sobre os imunizantes."
0,Fato ou Fake chega a 500 checagens publicadas em 2021; veja as mais lidas,"Serviço de monitoramento e checagem de conteúdos do Grupo Globo analisou centenas de mensagens, fotos e vídeos ao longo do ano. Entre as que atraíram mais atenção estão a operação policial no Jacarezinho, ataques à vacinação e a morte da cantora Marília Mendonça."
0,"É #FAKE que papéis com lobo-guará, garça e tartaruga marinha sejam de novas cédulas do real","Mensagens falsas afirmam que novas notas estão prontas para entrar em circulação. Empresa que produziu o material que aparece em vídeo afirma que as notas são peças comemorativas, voltadas para colecionadores."
0,É #FAKE que vídeos com pessoas nuas e mulheres fantasiadas com rabos de cavalo sejam de comemoração da eleição de Gabriel Boric no Chile,"Vídeos que circulam em redes sociais com mensagens fazendo referência à recente vitória de Gabriel Boric, na verdade, são antigos e estão na internet desde 2019."
0,É #FAKE que presidente da Petrobras disse em entrevista que gasolina está cara por causa de indenizações de '880 bilhões' pagas aos EUA,Petrobras diz que executivo não deu tais declarações. Especialista lista uma série de variáveis que influenciam preço da gasolina.
0,É #FAKE que 'Encontro com Fátima Bernardes' debateu 'saidinha' de presos e aglomerações natalinas,"As imagens foram adulteradas. Na verdade, o programa falou sobre música sertaneja e motoristas de aplicativos."
0,É #FAKE que vídeo mostre 10 mil tratores em Berlim contra o passaporte sanitário ,"Imagens, na verdade, são de protesto realizado em 2019 por agricultores contrários às limitações impostas pelo governo alemão ao uso de pesticidas e herbicidas. "
0,É #FAKE que variante Ômicron foi inventada para disfarçar efeitos colaterais das vacinas contra a Covid,Infectologista e mestre em imunologia explicam que a teoria é absurda e não tem nenhum fundamento. Eles reforçam que a origem da variante são as mutações do vírus e mostram que efeitos colaterais das vacinas são raros e muito menores do que os riscos provocados pela doença.
0,É #FAKE imagem que diz que hospital francês usa manequim no lugar de paciente para simular surto da variante Ômicron,Montagem enganosa usa imagens de matéria exibida no Canadá sobre treinamento de equipes médicas. 
0,É #FAKE relato de que paciente de 26 anos teve infarto em Hospital Universitário do MS por causa de vacina contra a Covid-19,Hospital Universitário Maria Aparecida Pedrossian desmente relato de profissional que gravou vídeo enganoso nas dependências da instituição. Anvisa e secretarias estadual e municipal de saúde enfatizam que não houve infarto relacionado à vacina.
0,É #FAKE vídeo de homem que se diz inventor das vacinas de mRNA e afirma que vacinas são tóxicas para crianças,Alegação contida em vídeo viral é rebatida por pesquisadores e autoridades mundiais em pesquisa e vigilância sanitária. Vacinas de mRNA são produto de décadas de pesquisas e não têm um inventor único.
0,É #FAKE que Japão abandonou as vacinas contra Covid-19 e as substituiu por ivermectina,País comprou mais doses de imunizantes contra a doença e lista de medicamentos autorizados por agência reguladora japonesa para combater Covid-19 não menciona o vermífugo.
0,É #FAKE imagem que mostra elefante carregando filhote de leoa na tromba,Imagem viral foi criada por zoologico para comemorar o Dia da Mentira.
0,"
É #FAKE que monge previu em 2013 no Vaticano a pandemia do novo coronavírus","Vídeo é real, mas foi gravado em 2020, quando a pandemia já era mundialmente conhecida e, portanto, não expressa uma profecia. Imagens foram feitas na Espanha. "
0,É #FAKE vídeo que diz que Austrália vai colocar 24 mil crianças em 'campo de quarentena' para serem vacinadas,"Mensagem falsa distorce fala do ministro da Saúde do estado australiano de Nova Gales do Sul. Durante entrevista coletiva, ele convidou 24 mil estudantes a tomar a vacina no estádio Qudos Bank Arena."
0,É #FAKE que Lula foi xingado por grupo de músicos do instituto Sciences Po na França ,"Vídeo que circula nas redes sociais foi editado com legendas falsas; grupo Batuka, na verdade, grita o próprio nome e o da instituição durante apresentação."
0,É #FAKE que imagens de autópsia mostrem lesões causadas por vacina contra Covid e que imunizante cause vasculite,Militante antivacina distorce resultados de estudos e endossa teorias questionáveis para alegar que risco da doença é menor do que o apresentado pela vacina. Fala é refutada por dados científicos e entidades.
0,É #FAKE que enfermeira de hospital esloveno revelou código secreto em frascos de vacina contra Covid,Hospital esloveno afirma que mulher que aparece em vídeo nunca foi funcionária do estabelecimento. Mulher é uma profissional de saúde aposentada e considerada negacionista. 
0,É #FAKE que Lula disse em podcast que considera todo pobre 'imbecil e ignorante',"Trecho de entrevista foi isolado para dar um sentido totalmente diferente do expresso pelo ex-presidente. Na verdade, ele se referiu a como setores da sociedade veem o 'povo pobre do Brasil'. "
0,É #FAKE mensagem que aponta seringa com tampa durante vacinação de Boris Johnson contra Covid-19,Vídeo feito pela imprensa profissional mostra claramente momento da imunização. Porta-voz do hospital garante que político foi vacinado com a dose de reforço. Mensagens falsas com esse teor têm sido recorrentes.
0,É #FAKE vídeo que mostra carro fazendo ultrapassagem com apenas duas rodas em rodovia,"Publicação tem mais de 10 milhões de visualizações, mas busca reversa releva o autor, que é especializado em computação gráfica."
0,É #FAKE que projeto de lei quer proibir partida de sinuca por considerar a prática racista,"Notícia não foi publicada no g1, projeto de lei 4674 não existe na Câmara dos Deputados e deputado reitera que mensagem é falsa."
0,É #FAKE cartaz de filme antigo anunciando a variante ômicron,"Cartaz original faz referência ao filme 'Phase IV' ou 'Sucesos en la IV fase', de 1974, que fala sobre uma guerra entre formigas e humanos. Imagem foi alterada para incluir a expressão 'Omicron variant' e sugerir que a obra previu o surgimento da variante em 2021."
0,"É #FAKE que cantora Joelma disse ter ficado com o sangue ‘estranho, escuro e com coágulos’ após receber vacina contra a Covid-19","
Publicação falsa divulgada nas redes descontextualiza partes de entrevista dada pela artista em setembro de 2021. Ela não falou sobre a vacina, e sim em como se sentiu quando pegou a doença."
0,É #FAKE áudio que fala em mortes na UPA da Tijuca por nova variante recém-nomeada ômicron,Secretaria de Estado do RJ nega boato. Presidente da Sociedade de Infectologia do Estado Rio de Janeiro diz que mensagem é totalmente falsa.
0,É #FAKE que diretor-geral da OMS fez recomendação para o Brasil não festejar o carnaval em 2022,Não houve nenhuma orientação tampouco fala de Tedros Adhanom neste sentido.
0,É #FAKE que cadastro do Auxílio Brasil pode ser feito a partir de link no WhatsApp,Ministério da Cidadania esclarece que o único aplicativo disponível para acesso a dados referentes ao novo programa é o 'Auxílio Brasil Caixa'.
0,É #FAKE que vídeo mostre plástico em sangue de vacinado contra a Covid,Diretor da Sociedade Brasileira de Patologia e médica hematologista afirmam que alegações contidas em vídeo viral são totalmente falsas e sem fundamento. 
0,É #FAKE que vacinas contra Covid têm aumentado casos de aborto e provocado AVC em pilotos e têm alumínio além da concentração tolerável,"Vídeo viral mostra palestra em que mulher faz uma série de alegações falsas, contestadas por médicos e instituições especializadas."
0,É #FAKE que chefe dos fuzileiros navais dos EUA disse que seus subordinados não aceitarão vacina contra a Covid,"Frase inventada tem sido disseminada nas redes. David H. Berger é a favor da imunização e publicou em seu Twitter, inclusive, uma foto tomando a vacina. Ele disse que encoraja sua tropa a receber o imunizante."
0,É #FAKE que Brasil importou 500 toneladas de bananas contaminadas da Somália,"Ministério da Agricultura afirma que Brasil não importa fruta do país africano. Além disso, bactéria ou vírus citados no vídeo não podem ser vistos a olho nu. Boato tem circulado em diversos países e foi desmentido mundo afora."
0,É #FAKE que imagem mostre meninas mortas em ação da Polícia Militar no Complexo do Salgueiro,"Foto que circula em blogs e em redes sociais mostra, na verdade, vítimas de uma chacina ocorrida em Fortaleza, em janeiro de 2018. Nenhuma mulher foi identificada entre os mortos na ação em São Gonçalo."
0,"É #FAKE que mistura de limão, bicarbonato e creme dental clareia os dentes sem riscos à saúde bucal","Especialistas condenam receitas milagrosas para clareamento e dizem que a prática, além de ineficaz, pode prejudicar a saúde."
0,É #FAKE que integrante do grupo BTS fez discurso elogiando Bolsonaro na ONU,Tradução falsa circula nas redes sociais. Kim Namjoon em nenhum momento da fala cita o presidente brasileiro.
0,É #FAKE que comitiva presidencial a Dubai contou com desembargador responsável pela investigação das 'rachadinhas' contra Flávio Bolsonaro,"Foto viral mostra desembargador que atua na área cível e não tem qualquer relação com a investigação acerca do filho do presidente no RJ. Além disso, Marcelo Buhatem já estava de férias em Dubai e nega ter usado dinheiro público na viagem."
0,É #FAKE que imagem mostre fatura de conta d'água falsa usada em golpe em SP ,"
Mensagem apresenta um vídeo onde uma mulher aponta duas contas, lado a lado, insinuando que uma delas tem sido usada para aplicar golpes. Mas, na verdade, trata-se apenas de um novo modelo da conta, adotado recentemente pela Sabesp."
0,É #FAKE que deixar registro do gás de cozinha meio fechado reduz consumo pela metade ,"Vídeo viral tem milhões de visualizações. Especialistas explicam que manobra pode afetar segurança, dar falsa sensação de economia e causar desperdício do gás, uma vez que o consumidor pode não aproveitar todo o conteúdo do botijão. "
0,É #FAKE que vídeo com multidão e gritos de ordem mostre protesto por lockdown imposto a não vacinados na Áustria,"Cenas, na verdade, foram gravadas em 2019 e retratam uma torcida de um time de futebol."
0,É #FAKE que Lula recebe aposentadoria de R$ 35 mil como anistiado político,"Valor, na verdade, é 3,5 vezes menor do que consta em postagem que circula nas redes sociais; extrato é falso."
0,É #FAKE que foto mostre Elon Musk criança ao lado de robô construído por ele,Publicação falsa no Instagram coloca legenda mentirosa em imagem feita por artista gráfico que substituiu ele próprio por um robô em uma foto de infância com amigos.
0,É #FAKE que mulher de CEO da Pfizer morreu por complicações da vacina logo após ser imunizada,Pfizer afirma que informação 'não procede'. Porta-voz da empresa diz que ela está viva e bem. Mensagem circula em vários países e idiomas e foi alvo de checagens mundo afora.
0,É #FAKE que encosto de cabeça do banco do carro é projetado para quebrar vidro em caso de emergência,Peça foi feita apenas para apoiar a cabeça e evitar lesões na coluna em caso de acidente. Mensagem também circula em outros idiomas e já foi desmentida por agências no exterior.
0,É #FAKE que foto mostre Tite fazendo homenagem no túmulo de Fidel Castro,"Imagens mostram, na verdade, o presidente cubano Miguel Díaz-Canel."
0,É #FAKE que Lewis Hamilton fez elogio  a Bolsonaro após vencer o GP São Paulo de F1 no Brasil,Mensagem falsa tem se espalhado na web. Piloto é crítico ao presidente e já fez postagens em apoio a protesto pró-impeachment. Entrevista ao 'The New York Times' mencionada no boato não existe. Mercedes reforça que se trata de 'fake news'.
0,É #FAKE que Caetano Veloso caiu em show após ouvir gritos a favor de Bolsonaro,"Acidente ocorreu em 2009 e não houve qualquer menção ao presidente na versão original. Mensagem falsa, com adulteração no áudio, já foi usada nas eleições de 2018."
0,É #FAKE que vacina contra Covid-19 libere fibrinas e cause riscos para o resto da vida,Vídeo viral tem alegações falsas sobre efeito das vacinas no organismo. Médicos e Anvisa desmentem afirmações sem comprovação científica. 
0,É #FAKE que Itália revisou óbitos por Covid e descobriu que 97% das mortes não foram causadas pelo vírus,"Boato praticamente igual já foi desmentido pelo Fato ou Fake há um ano e meio. Mensagem distorce números do Instituto Superior de Saúde do país. Percentual se refere a pessoas que tinham doenças pré-existentes, mas que morreram, sim, por causa do coronavírus."
0,É #FAKE que vídeo mostre Eduardo Bolsonaro sendo agredido por multidão na rua,"Imagens, na verdade, são de confusão entre lojistas e advogado no Shopping Parque das Feiras, em Toritama (PE)."
0,É #FAKE que imagens mostrem perseguição policial a carro vermelho e tiros na Avenida Presidente Vargas no Rio,"Vídeo mostra, na verdade, uma gravação de uma série de ficção. Cena foi registrada no domingo (7)."
0,É #FAKE foto que mostra estande de vacinação nos EUA com faixa pedindo aos pais que doem órgãos dos filhos,Imagem original tem faixa com a expressão em espanhol lembrando que o local de vacinação não exige agendamento prévio. Foto foi manipulada digitalmente e passou a ser usada por grupos antivacina.
0,É #FAKE mensagem que relaciona vacina contra Covid-19 a nascimento de criança com cauda no CE,"Grupos antivacina no Telegram aproveitam viralização do caso para propagar teoria sem fundamento. Caso no Ceará ocorreu em 2020, antes do início da vacinação no Brasil e, portanto, não tem como ter qualquer relação com a vacina. "
0,É #FAKE que fotos mostrem índia Txai Suruí em festas e sem indumentária,Imagens são de uma moradora de São Luís. Mensagens utilizam estereótipo indígena para fazer ataques preconceituosos após discurso da ativista na COP26.
0,É #FAKE que foto mostre jatos utilizados por líderes mundiais estacionados na COP26,"Imagem é antiga, de 2013, e mostra aeronaves com destino ao Super Bowl, evento de futebol americano nos EUA."
0,É #FAKE que Lula foi proibido de deixar o país a um ano da eleição de 2022,Vídeo que circula nas redes sociais é antigo. Decisão proferida em 2018 foi derrubada uma semana depois.
0,É #FAKE que vídeo mostre China soltando milhares de pássaros criados em laboratório para disseminar vírus,"Imagens são antigas, de 2017, e foram feitas em Taiwan durante um treinamento para uma corrida de pombos, popular na região."
0,É #FAKE que padre Fábio de Melo escreveu texto 'Aprenda a nunca mais ser idiota' após morte de Marília Mendonça,"

Texto viral que circula na web é antigo e foi feito por jornalista. Não é a primeira vez que um texto é atribuído de forma equivocada ao religioso."
0,É #FAKE tuíte de Marília Mendonça sobre avião em cachoeira dias antes de acidente,Trata-se de uma imagem manipulada. Assessoria da cantora reforça que print é 'fake'.
0,É #FAKE tuíte de Cissa Guimarães com críticas à Globo após saída,"Trata-se de uma montagem. Apresentadora deixou a empresa após mais de 40 anos, mas de comum acordo. 'Totalmente fake', diz, sobre a imagem."
0,É #FAKE print de tuíte de Felipe Neto atribuindo queda de avião de Marília Mendonça a ódio plantado em 2018,"Print tem sido bastante distribuído nas redes sociais, mas link não existe. Publicação não está na conta do influenciador nem no arquivo da internet. Felipe Neto denuncia a mensagem falsa e diz que vai processar quem a replicar.
"
0,É #FAKE mensagem que relaciona queda de avião de Marília Mendonça a mal súbito do piloto por vacina,Filha do piloto afirma que ele havia sido imunizado meses atrás e não teve qualquer problema. Consultor da Sociedade Brasileira de Infectologia e mestre em imunologia pela USP deixam claro que a relação alegada na mensagem falsa não existe.
0,É #FAKE que vídeo mostre momento da queda de avião da cantora Marília Mendonça,"As cenas são, na verdade, de um acidente ocorrido em 20 de abril de 2012, em Jundiaí, no interior de São Paulo."
0,É #FAKE que governos têm instalado brinquedos eróticos em parques infantis pelo mundo,Imagem de tobogã em forma de pênis entrando em vagina compartilhada em redes sociais mostra brinquedo feito apenas para uso em um set de filmagem de uma comédia no Canadá. Ele foi retirado dias depois do local.
0,É #FAKE que áudio mostre últimas palavras de piloto de avião da cantora Marília Mendonça,"Áudio viral, na verdade, mostra conversa entre piloto e copiloto do voo da Gol que caiu 15 anos atrás. Mensagens falsas que o associam a acidente com a sertaneja têm viralizado nas redes."
0,É #FAKE que Pfizer registrou patente para rastrear pessoas vacinadas,"Pfizer nega teor da mensagem falsa e reforça que não possui nenhum componente que faça o rastreamento dos vacinados. Patente foi feita por israelenses e projeto não envolve a farmacêutica. Além disso, ideia não é criar um dispositivo a ser implantado nas pessoas sem consentimento."
0,É #FAKE que foto mostre posto de gasolina em chamas após ataque de facção criminosa em SC,"
Mensagem falsa diz que ato foi motivado pela alta no preço dos combustíveis. Mas a imagem é antiga: foi feita em 2013. Polícia Civil de Santa Catarina diz não ter registro de nenhuma ocorrência dessa natureza."
0,É #FAKE que vídeo mostre crianças mortas após tomar vacina contra Covid na África do Sul,"Imagens mostram, na verdade, crianças vítimas de acidente em escola no Quênia, em fevereiro de 2020, bem antes do início da vacinação no mundo. Grupos antivacina, porém, têm usado a imagem para espalhar mensagem falsa contra os imunizantes."
0,É #FAKE print de conversa entre Lula e Bolsonaro falando sobre traição e caso Celso Daniel no Twitter,Assessoria do ex-presidente petista esclarece que frase atribuída a ele é falsa e que conversa jamais existiu. Conta atribuída ao presidente Bolsonaro também não coincide com sua oficial e expressão atribuída a ele não é encontrada em seu perfil.
0,É #FAKE que deputado do PT da BA apresentou projeto que cria descontos e benefícios especiais para homens que se declararem oficialmente gays,Projeto de lei com número mencionado na mensagem falsa trata de outro assunto e deputado citado não existe. Tal notícia não foi publicada no g1.
0,É #FAKE que vídeo mostre comissárias tirando a roupa para protestar contra obrigatoriedade de vacinas,"Protesto das ex-trabalhadoras da Alitalia foi feito, na verdade, contra a perda de empregos e cortes de salários sob a nova companhia aérea ITA."
0,É #FAKE vídeo que fala em aumento de infartos em Israel em razão da vacinação contra Covid,Ministério da Saúde de Israel nega boato: 'Fake news'. Motos e desfibriladores mostrados nas imagens já são utilizados há tempos - muito antes do início da vacinação no país.
0,É #FAKE que uso de máscaras contra Covid tem provocado aumento de pneumonias bacterianas,Pneumologistas esclarecem que alegação é falsa e que máscaras não provocam pneumonia bacteriana.
0,É #FAKE que Salah e Diogo Jota dedicaram gols feitos pelo Liverpool contra o Manchester ao presidente Jair Bolsonaro,"Declarações que constam das mensagens falsas jamais foram dadas. Além disso, a assessoria de Roberto Firmino, colega de time dos dois e apontado nos textos como o atleta que incentivou as homenagens, afirma: 'Tudo fake'."
0,É #FAKE que imagem microscópica revele criatura de carbono e alumínio em sangue de vacinado contra Covid,"

Cientistas explicam que imagem não mostra o que é alegado na mensagem falsa e deixam claro que as vacinas são seguras."
0,É #FAKE que vídeo mostre integrantes do MST sendo dispersados pela polícia em Pernambuco,Vídeo foi feito na África do Sul e mostra trabalhadores metalúrgicos.
0,É #FAKE que PT distribuiu mamadeiras eróticas para crianças em creches pelo país,"
Mensagem viral de 2018 tem voltado a circular, a um ano de nova eleição presidencial. Boato já foi desmentido pelo MEC. PT também reforça que mensagem é totalmente falsa."
0,É #FAKE que Giovanna Ewbank precisa devolver milhões da Lei Rouanet,Ela não aparece na lista de beneficiados pela lei de fomento à cultura. Não é a primeira vez que um artista é alvo de uma mensagem falsa relacionada à captação de recursos.
0,É #FAKE que números na caixa de leite indicam vezes em que produto voltou à fabrica e recebeu formol,Número existe para fabricante da caixinha controlar a qualidade da embalagem. Fabricante do leite explica que não existe formol na fábrica.
0,É #FAKE que exame de mamografia provoque câncer na tireoide,"Sociedade Brasileira de Mastologia e Comissão Nacional de Mamografia afirmam não haver nenhum dado que suporte a relação alegada pelas mensagens falsas. Protetor de tireoide, inclusive, é contraindicado durante a realização do mamografia, por levar a repetições desnecessárias do exame. 'Risco de câncer radioinduzido é extremamente baixo, tendo em consideração as doses de radiação envolvidas.'"
0,É #FAKE que vídeo mostre homem em colapso em frente ao príncipe Charles logo após tomar a vacina contra a Covid,"Imagens foram feitas em julho de 2020, muito antes do início da vacinação no Reino Unido. Homem desmaiou após se sentir mal, mas foi atendido e se recuperou rapidamente."
0,É #FAKE que relatórios do governo do Reino Unido sugerem que vacinados contra Covid têm desenvolvido Aids,Governo britânico e especialistas desmentem publicação falsa que tem circulado nas redes sociais. Boato foi compartilhado pelo presidente Jair Bolsonaro em live.
0,"
É #FAKE que foto mostre carcaça de galeto assado à venda por R$ 1,90 em supermercado",Imagem é criação artística feita por fotógrafo para denunciar a fome no país.
0,"É #FAKE que menina de Santiago del Estero, na Argentina, morreu após ser vacinada contra a Covid-19","Mensagem diz que garota de 6 anos teve reações ao imunizante. Não é verdade. Além do boato ter sido espalhado antes mesmo de a vacinação começar no local, a foto retrata uma menina de 9 anos, que tomou vacina em Buenos Aires e passa bem."
0,É #FAKE que Fernandinho Beira-Mar tirou fotos com promotora e juíza durante julgamento,"Registro de 2015 mostra, na verdade, advogadas do traficante."
0,É #FAKE que vídeo mostre boneca com órgão genital masculino produzida pela fabricante brasileira Cotiplás,"Em vídeo viral, mulher afirma que brinquedo estimula o que chama de ideologia de gênero. Mensagens dizem que fabricante criou boneca trans. Não é verdade. Empresa que aparece na etiqueta não fabrica tal brinquedo; apenas o vestido é de sua fábrica."
0,Veja o que é #FATO ou #FAKE nas falas dos pré-candidatos do PSDB à Presidência no debate dos jornais O Globo e Valor,"Ex-prefeito de Manaus Arthur Virgílio, governador do Rio Grande do Sul, Eduardo Leite, e governador de São Paulo, João Doria, participaram do encontro."
0,É #FAKE que União Europeia anunciou a substituição das vacinas pela Ivermectina,"Mensagem falsa menciona texto da União Europeia que nem sequer cita o medicamento. O documento trata, na verdade, de uma lista de outros remédios ainda em avaliação, tudo isso sem abrir mão da imunização. Texto falso também diz que o Instituto Pasteur reconheceu a eficácia da Ivermectina. Na verdade, o estudo citado foi feito em hamsters e não mostra nenhum efeito na replicação viral."
0,É #FAKE que mortes por Covid têm aumentado em 2021 no Brasil em razão da vacinação da população,"Dados mostram exatamente o contrário. Com o avanço da imunização, número de óbitos tem caído no país. Mensagem cria narrativa falsa e faz correlação sem sentido."
0,É #FAKE que babar durante o sono revela saúde e respiração correta,"Mensagem viral faz alegações falsas e imprecisas, refutadas por especialistas em sono ouvidos pelo Fato ou Fake."
0,É #FAKE que documento da Suprema Corte dos EUA afirme que vacinados contra a Covid-19 deixam de ser considerados humanos,"
Texto usado como prova da decisão judicial, na verdade, é de 2013, antes da pandemia, e não tem nenhuma relação com vacinas contra a Covid-19 ou com a possibilidade de alguém não ser considerado humano."
0,É #FAKE que Lulinha é dono da Ilha das Palmeiras em Angra dos Reis,"Secretaria de Coordenação e Governança do Patrimônio da União (SPU) informa que as ilhas são de propriedade da União e bens inalienáveis. Além disso, não há nenhum imóvel regularizado em nome de Fábio Luís Lula da Silva no local."
0,É #FAKE que medidas de isolamento social provocaram desabastecimento em supermercado na Bélgica,"
Mensagem cria narrativa falsa para explicar prateleiras vazias. Na verdade, vídeo mostra Carrefour sem alimentos em Bruxelas em razão de uma greve de funcionários de um centro de distribuição."
0,É #FAKE que vídeo mostre homem tentando escapar de vacinação forçada contra a Covid-19,"Imagens mostram, na verdade, peça satírica feita em 2020, muito anterior ao início da imunização contra o novo coronavírus no mundo."
0,É #FAKE que Biden simulou ter tomado a dose de reforço contra Covid-19,"
Mensagens colocam em dúvida imunização do presidente dos EUA e acusam Casa Branca de 'teatro'. Imagens de diversos ângulos, porém, mostram que injeção foi, sim, aplicada."
0,"É #FAKE que Katy Perry, Snoop Dogg, Coldplay e Black Eyed Peas declararam apoio a Bolsonaro em shows","Publicações exploram momentos em que os artistas usam a bandeira do Brasil, roupas com as cores do país ou expressam simpatia por símbolos culturais brasileiros para sugerir que eles sinalizaram apoio ao político. Mas os vídeos são antigos e não fazem qualquer menção ao presidente."
